FaultMidPoint1,FaultMidPoint2,FaultMidPoint3,Dn,Dss,Dds
447994.224605592,4390127.40968204,186.575243933578,0.384949373966682,0.0210272098281747,0.117028623504811
448199.377882296,4390426.68723503,537.185875491254,0.357373491710155,0.0252724639594944,0.103121641845232
447586.509016798,4390430.56200925,-541.189061407237,0.661885561543592,0.0352717089523291,0.193632507916286
447770.777477876,4390123.88795025,-197.314843251818,0.449470459383488,0.0180160799583006,0.127394031531642
448467.839362876,4386969.84367002,949.838271375637,0.236612121629993,0.0168788031285083,0.0689014721963031
448462.636712582,4388026.48969134,952.2947307386,0.233944517506569,0.0100995352520305,0.0693518079949934
448217.526025487,4387773.07971719,528.072094950628,0.35189588822044,0.016667141099945,0.102381300443355
448219.958120891,4387224.0734935,526.402576807336,0.354692193242145,0.0248686108064421,0.101989755238419
448521.499517624,4383721.6981976,1018.34013797863,0.187913652675578,0.0125448896525544,0.0557551480613275
448516.061429569,4384859.48183413,1019.04034648016,0.187498195389368,0.00856163290647353,0.055286892108285
448114.590763285,4384559.96134153,313.984464720573,0.406863669001661,0.0263639998466579,0.118250068478684
448116.804200629,4384022.08799141,312.504754694649,0.406884038401113,0.0213170544534058,0.117727541488648
448294.402233762,4383703.34084313,629.940233862573,0.259683210535213,0.0125864354187443,0.0746453639763453
448289.023544258,4384879.28220189,630.992408155725,0.258240405694595,0.0175937412789,0.075723675373837
447599.707261642,4388824.0089695,-547.76601899687,0.670084970515096,0.035175361424882,0.196285832937819
447606.322348119,4387776.95140025,-551.799917064714,0.676354277024857,0.0436132276981077,0.198137994874359
447785.215552947,4388520.41804113,-196.261858609576,0.44847648286296,0.0169005761978576,0.12679214647798
447789.189180277,4388079.724093,-195.653460273562,0.451923616984493,0.0383355634392282,0.126023099831058
447357.421036699,4388570.49543161,-974.734514847304,0.773447174225595,0.0405895218176362,0.226250750816819
447359.701524463,4388028.90974864,-978.9860674378,0.776601504644545,0.0501866991789953,0.226907196661504
447625.90982946,4384008.10012415,-561.736084566981,0.684137383132404,0.0352797066144967,0.200945942061716
447630.511229697,4382969.59133667,-563.611965577123,0.689915106682531,0.0438034003879041,0.202650449224296
447880.577084108,4383756.90861145,-110.384830316303,0.525876718655973,0.0265592965769336,0.153726154134014
447884.474721157,4383221.1858685,-108.834897822979,0.526057959564741,0.0343518948846828,0.154098080533291
447380.476720605,4383759.860098,-993.396959815757,0.778395251159559,0.0404018904140964,0.227783698320736
447381.834167054,4383217.54862272,-996.087642348288,0.781956260886515,0.0496913290260594,0.228473937294301
448521.170625173,4376840.05743027,1016.51273220985,0.190935666870812,0.00896500062143091,0.0566080445743643
448119.773819726,4376540.01134816,310.078174682362,0.407603825823601,0.0243282066506205,0.119685426543048
448293.462339006,4376860.20394685,626.573512622656,0.258063871730986,0.0186915789701004,0.0742792318156395
448523.705875852,4377308.18608659,1012.45237276216,0.190975897928068,0.0105716987730966,0.0576885111824418
448536.291564802,4378446.73548891,1010.80744290635,0.189422022618071,0.00866525887017345,0.0560637623676235
448133.664718484,4378141.47488699,307.786330156586,0.404076200725797,0.0252842440250674,0.118153020647009
448130.979356187,4377610.90897279,309.16675352333,0.403266494491574,0.0190823165250511,0.117583360052991
448296.267707962,4377288.65833813,623.63570377139,0.257578383211218,0.00979358134522525,0.0738043564706306
448308.367106569,4378461.4550525,623.223927577054,0.262945463392557,0.0182168979108306,0.0766160293630973
448534.860405063,4380511.312113,1011.75094225279,0.18625282899642,0.0122869911768761,0.0551355175767244
448528.584185043,4381652.70472342,1012.781358884,0.189919732033382,0.00926352209326402,0.056013664831957
448131.015795491,4381347.91181836,309.902717889877,0.404188338343804,0.0262135322750526,0.117810125287438
448133.171751317,4380816.71355968,310.963016734831,0.403096867006303,0.0203712601211268,0.11711859011417
448309.816028562,4380497.60992972,625.463684799725,0.262797915789766,0.0124171777472468,0.0759319991923626
448301.163237787,4381669.97267526,624.290823926073,0.261082949185089,0.0189652161011724,0.0756246438708099
447638.001490911,4380798.22555139,-566.598772231753,0.691745482121144,0.0351556591763491,0.203719376368443
447640.049055409,4379765.18649478,-567.703142225639,0.694862949802433,0.0432818560296408,0.204828578189946
447896.127219191,4380549.35014549,-108.679510653548,0.524954152887256,0.0258469762981483,0.153656159855561
447897.872403232,4380014.16471728,-108.756870598728,0.525793195289831,0.0342464119669323,0.154153793809468
447389.769338516,4380552.84073446,-1000.73845208334,0.781406883487048,0.0400259129855637,0.229069611298371
447390.279645053,4380010.45526933,-1001.75369105941,0.783356156688255,0.0487751536380229,0.229407089093461
447634.605094851,4377592.59980169,-565.234638217903,0.692458312202465,0.0326890997033249,0.204888286343328
447626.040437123,4376555.74655503,-561.428440923436,0.684911424826788,0.0404968997607819,0.202209680700526
447890.755308613,4377341.57787882,-108.578821493712,0.524440872718315,0.0239897824481969,0.154263267817147
447883.076966767,4376806.96111036,-111.416836186552,0.526315432588394,0.031512888050156,0.155363805447045
447383.183296071,4377345.87818817,-997.993151436487,0.781154542922965,0.0373995338535705,0.229776346873288
447380.681848947,4376803.72654065,-993.247041726739,0.779220921555204,0.046157252919753,0.229134938614883
448450.289143824,4390176.64496112,964.125017829571,0.231931771782524,0.016617960106177,0.0674156866695734
448451.023313541,4389631.17853189,961.961939091966,0.229997629258728,0.00954810849213605,0.0682188351751507
448459.326100103,4388574.42630816,958.530307695006,0.235270836257641,0.0175286375410136,0.0681639636564498
448470.187501407,4386423.03319478,945.83014640567,0.235758106755393,0.0104626123485055,0.0698212216701124
448514.310849036,4385326.12098121,1021.86425392708,0.187493811441703,0.0127669041690018,0.0554717860877678
448226.484916554,4386167.7430213,523.286322241127,0.351671524943618,0.0169957983228505,0.102291836188102
448107.999515288,4385624.13756688,314.9305743813,0.408376866045043,0.0216651636815919,0.118063203930574
448287.088775076,4385305.90150828,633.007846943537,0.258284724672492,0.012804533950804,0.0742437785911503
448523.150114601,4383256.67793322,1015.6248153055,0.188047390553398,0.00876346392849141,0.0554377908373995
448296.252132938,4383274.62618429,627.988087305758,0.259842916334223,0.0180154772418853,0.075961506765542
448000.629389787,4389678.62295286,189.306211743637,0.388120933950375,0.0222722422248972,0.113743513984497
447595.483042816,4389379.28490104,-545.826804947805,0.670634785887383,0.0436748805182563,0.196286257518355
447776.780630768,4389683.98112746,-194.813169672892,0.451310608225114,0.0377066593828157,0.126569967566461
447346.153807519,4390173.97016999,-965.073155224103,0.771138326703971,0.0409837410429086,0.225538385463887
447349.203421796,4389632.77017704,-970.606139239291,0.774298340507706,0.0505525160182457,0.226282762297825
448206.158036394,4389380.47640525,536.768827810283,0.34988533754232,0.0162315226536572,0.101515090688147
448008.530840259,4388523.38075743,187.508786405262,0.384637609123551,0.0200853277067121,0.117210216229497
448208.669681575,4388827.76747835,532.247704506452,0.355674701887604,0.0259478702186,0.101523321744054
448012.78647788,4388075.844328,188.335969758178,0.388028774545617,0.0224415850860189,0.113773421331357
448021.020167422,4386918.72648893,187.485811571641,0.381988331372982,0.0200926833014089,0.116152116867904
448024.82670891,4386473.23755983,188.498323818184,0.385230416753894,0.0221361066979872,0.112838329154716
447609.756695906,4387218.37173551,-553.322824157206,0.675206034233871,0.0351630966480742,0.197960538972381
447798.34425315,4386917.63667029,-196.468458795436,0.450740782200631,0.0169782242895703,0.127718050720587
447801.894193114,4386475.2180881,-195.705546857671,0.454056592453502,0.0381046910702829,0.127055788696589
447615.516149685,4386174.59308306,-556.301614565153,0.681308070379891,0.0436639881790474,0.199758323107753
447618.382298702,4385613.10594558,-557.818548152616,0.679856001696975,0.0352287117122013,0.199502759533892
447871.602112356,4385360.84365822,-109.492161495206,0.526207221564319,0.0268271691877551,0.153789434314738
447366.40479077,4386966.95306266,-982.008811520919,0.775195289633788,0.0404599886645715,0.226771558039663
447368.287309367,4386425.06459021,-985.525037677855,0.778600824788557,0.0499827473834522,0.227451345764562
448123.000900851,4382954.70589349,311.800800993601,0.405577496642636,0.026364752781021,0.117958269950756
447875.837705306,4384824.524436,-107.986359609032,0.526275679281413,0.0343027572342978,0.154148855903024
447623.511061351,4384572.19176153,-560.226405446334,0.685755392486249,0.0437343197702582,0.20123378826702
448124.944995638,4382419.98538551,309.917847169801,0.405536722799203,0.0210796252582271,0.11744600326835
447632.54318796,4382403.12887095,-565.001629015804,0.688023891660125,0.0353020476850723,0.202302610773744
447888.774961779,4382152.81242785,-111.325176206238,0.52558559751034,0.0263848547705403,0.153744280176609
448526.648880938,4382118.01567472,1015.1086283192,0.189199833371983,0.0120781415893551,0.0565001465252415
448299.451874819,4382100.39233075,626.599988926176,0.259861291319466,0.0119894885875779,0.0744902005289186
447373.999163743,4385363.4098521,-988.076587437739,0.776839194784073,0.0404408944030127,0.227271320225372
447375.597214121,4384821.29404927,-991.179107812109,0.780346263110785,0.0498304954953269,0.227962502072578
447385.949326262,4382156.28835483,-997.857951079001,0.779868773826485,0.0403070817394977,0.22836190087396
447387.027926161,4381613.89650936,-999.769248186882,0.78312472103709,0.049337042326314,0.229008247602823
447636.481675046,4381367.08722181,-565.87442817496,0.69377292098558,0.0436906299695117,0.20410369915539
447892.602617109,4381618.00919459,-108.965154802634,0.525581509750429,0.0341580192188265,0.154156910473728
448535.05889828,4380052.33223069,1011.21765873807,0.186048447495742,0.00844266272463891,0.054659910944165
448310.162083752,4380065.95818217,625.234981569942,0.262497827711368,0.01752748767811,0.0771472119432787
448536.366383261,4378909.82516299,1011.28304192098,0.189581095985761,0.011984774522718,0.0567022603194447
448308.130239988,4378895.03691922,623.148668865447,0.263147940183043,0.01198776374789,0.0756806804132379
447389.713071494,4378949.40640949,-1002.12103560002,0.782656703682044,0.0390678915852596,0.229895600239765
447388.851127436,4378407.13937511,-1000.64680488936,0.782392260670337,0.0474317411772252,0.229758174351059
447637.51434229,4378161.35828354,-567.047374406878,0.693363357363281,0.0420290742471131,0.204834231151086
447896.444097195,4378411.0475827,-111.192416195566,0.525870443112374,0.0329912973590174,0.154829567650006
448135.022395346,4379216.30213872,307.760304934266,0.403003349488256,0.0201884824332477,0.11680580293754
447897.740423781,4378945.31296124,-111.328498734464,0.525603705217387,0.0252385544744474,0.154229714332977
448135.437466847,4379746.76837105,310.464462571355,0.402526714857999,0.0261067974408552,0.117047123184113
447639.769385515,4379195.67196541,-568.342483282611,0.694190481239863,0.0343308971454212,0.204923310784863
448493.653012904,4375822.11883011,984.047990400027,0.156716341419813,0.00904336042599683,0.0470436562222032
448720.332976324,4375702.03798351,1362.31131900267,0.0310896875388664,0.0026009327258118,0.00948528544432689
448217.649633606,4375705.6955247,458.307626456743,0.102703159982748,0.00446158125105427,0.0295989374296495
448154.811792291,4376032.77345304,363.552160544236,0.351191295950124,0.0219210681893313,0.102746590614068
448338.8329548,4375765.03529918,703.831968365901,0.140423668290301,0.00617399464426843,0.0369728338649357
447381.673084742,4375851.77269879,-974.324498829856,0.614563607144471,0.0286866126659327,0.180860046364237
447562.662021162,4375719.09819784,-650.961900752145,0.220370982197437,0.0151687482190586,0.0648975078124508
447660.151588601,4376025.00110196,-490.938332835642,0.587352055514592,0.0284745502243152,0.176234757970705
447999.692958002,4375777.81591773,116.425356996851,0.264113764597085,0.01138245916991,0.0804150284076916
447836.483490807,4375811.47810339,-152.820711525137,0.348549906684651,0.0105533934095196,0.0991637586124182
447902.520353017,4390718.1346277,17.4559329149197,0.0244356684548843,0.000935766418898901,0.00771568858476661
448378.424263834,4390717.47003661,880.767224956597,0.0125001182303797,0.000630081618843935,0.00390050413725119
447891.688029931,4390723.20975482,-0.694025649971902,0.0137709023335026,0.000817702878684642,0.00404622600883334
447874.975372434,4390718.14359978,-30.6893002937683,0.0253477451248999,0.00167845037116853,0.00804723331375328
447401.316426026,4390717.7348033,-865.639001599233,0.0364312454402522,0.0020416976630393,0.0112597130014486
447884.661011641,4390723.48508929,-12.5726650942806,0.0125766500482616,0.00110698427600458,0.00347165970647876
448388.883844382,4390721.5670583,899.213566415881,0.0078962232275482,0.000342371174893492,0.00233895471091755
447391.125249765,4390721.88465836,-883.364485675798,0.0231888478319184,0.00154160509037351,0.00677670604636551
447044.402680913,4388340.83562116,-1524.56856710357,0.145251111558644,0.00972414611281782,0.0405915871978253
447045.159246716,4388259.4567829,-1524.54615682684,0.145223940860073,0.00828848313695318,0.0402997039983962
447066.592124538,4385129.08652986,-1528.31646226804,0.1299543154436,0.00858232717551495,0.0363134173393841
447067.050789364,4385056.35616325,-1528.30674458898,0.129934858713611,0.00732060473497952,0.0360584882963809
447075.153029937,4377108.86758034,-1529.92126833666,0.123618722919212,0.00762045614691334,0.0347304585301969
447074.532351473,4377039.73504451,-1529.93185023116,0.123635062658784,0.00634858706674423,0.0345250355701901
447081.803582302,4381918.72329965,-1530.96957523214,0.119304852100649,0.0077865065347209,0.0333703603383406
447082.047445266,4381852.05133827,-1530.96550303398,0.11928930378648,0.00661438016936929,0.0331484289396573
447084.47717464,4378710.68926816,-1531.59603361529,0.11695225491503,0.007402354061686,0.032811366022323
447084.23610997,4378645.38718154,-1531.60196034153,0.116927632590337,0.0061766510825681,0.0326150878138179
447099.15832017,4390514.83076584,-1395.09517305224,0.638034951392369,0.0301908909205324,0.18840738264002
447072.321448337,4390107.63550303,-1445.0962557105,0.379867705474084,0.0161739859894871,0.109004407622128
447025.493330123,4389508.11798544,-1538.04937883139,0.107194410011116,0.00633624758437088,0.0277808872484812
447148.46235036,4389336.41614004,-1329.74901744267,0.767754432794258,0.0519995409902005,0.22449594665659
447098.619289187,4388943.93619932,-1423.62184288855,0.537198297210335,0.0256939898705925,0.160649658057046
447104.208267795,4388605.51827833,-1417.47091249814,0.495591436492301,0.0213085800320314,0.14258220145626
447027.777743725,4389939.74137617,-1524.55615631821,0.143460260041433,0.00953334124199306,0.0406285533310161
447029.801906504,4389855.76422312,-1522.41366758915,0.154547393317752,0.00874019937269019,0.0428938640681135
447110.644852117,4387655.56891655,-1422.93423191977,0.53953347860984,0.0360376128250277,0.162603852231381
447107.948676229,4387997.68634893,-1420.41929601979,0.4868340752221,0.0368841251883872,0.142483427649894
447114.791465178,4387336.00281647,-1420.28380978233,0.548624267566482,0.0259510896252965,0.163703733653775
447113.494270675,4386989.07755906,-1425.13259735676,0.473725578933828,0.0200087252101123,0.136054547609782
447056.510512324,4386734.75046789,-1526.60100543993,0.136926257684849,0.00909330181049644,0.0382604740219762
447057.088544075,4386658.07147371,-1526.5861844661,0.136906224100334,0.00775774473627396,0.0379882140331689
447124.516570404,4386055.23555438,-1419.78498609402,0.550474722470108,0.0366930784032364,0.165641228439087
447116.459375704,4386405.70076175,-1427.40276903413,0.467178766650707,0.0354332357870835,0.136616382198838
447136.169260221,4384454.38099351,-1417.26005857,0.55939785738906,0.0372280168768738,0.168123588289275
447123.57531049,4384812.35451342,-1433.39982025471,0.450047630928139,0.0341731653846829,0.131527839947722
447139.128637606,4384122.753677,-1415.45103621462,0.565480634367682,0.0263889983507039,0.168186625826308
447127.512288086,4383761.17398799,-1437.11080795357,0.438968436994103,0.0180939822926318,0.1257463562158
447075.05216881,4383523.72253815,-1529.79495833048,0.123990353806827,0.00814561369619989,0.0346566790692688
447058.608757958,4385438.36718985,-1539.61418664877,0.0996792505816091,0.00729339736840518,0.026202933365339
447173.960662616,4385662.6752259,-1338.30229776898,0.755398228660219,0.0375313947116231,0.219094678933979
447075.41067321,4383454.37889106,-1529.78843205606,0.123973166494009,0.00694186723529504,0.0344182548737445
447145.893044264,4382853.02734659,-1415.20032522016,0.566893789810746,0.0376360423340015,0.170245736591222
447129.496012318,4383217.79327575,-1438.59174608971,0.435107430580255,0.0330440476652965,0.127127770886455
447148.233613933,4382517.07887346,-1413.83295669632,0.571393330526956,0.0264577315227164,0.169813282169431
447132.685537984,4382149.62666295,-1441.61617772862,0.425753825104456,0.0173309785138341,0.121893112595912
447153.102634289,4381251.51249995,-1413.67558806906,0.572621170016892,0.037788802168194,0.171947550492151
447134.106615032,4381621.54421642,-1442.62951174715,0.423368606021667,0.0320438736492406,0.123736706766535
447136.066370044,4376441.2686348,-1415.61078440241,0.565820460956277,0.0350263877090934,0.170951467123951
447126.36736269,4376801.98975068,-1436.84981409186,0.440480260625713,0.0314897926600336,0.129513385727138
447072.116279632,4377402.70465394,-1539.88429670249,0.0986201313292004,0.00674014263595642,0.0260625347222017
447189.221431208,4377649.92950802,-1343.10861854484,0.747248909364957,0.0339279193406636,0.217838743950406
447151.278271278,4378047.1717039,-1413.29386472647,0.575073679911573,0.0365309502392419,0.173328167077255
447134.342748822,4378417.40703595,-1443.8348892176,0.420422111862416,0.0308213726449956,0.12337823872936
447080.300376215,4378992.53134061,-1540.49095101529,0.0957116896940454,0.00670392030660016,0.025229725587787
447194.991175306,4379253.63549314,-1345.04834024752,0.744784950058804,0.0350653181732445,0.216627427708853
447154.488333458,4380912.57475959,-1412.87981639803,0.575080519777921,0.0262788690184106,0.170924183733162
447135.985783916,4380541.08272955,-1444.48688786322,0.417385518422683,0.0166968035933952,0.119523282378477
447085.798184497,4380314.26652354,-1531.68092140288,0.11653242415876,0.00752303271518018,0.0326363251866643
447085.860669029,4380249.19189854,-1531.6821767808,0.116503230877052,0.0063421864853581,0.0324278574907512
447156.136647899,4379650.16887036,-1413.00456431409,0.575875819597345,0.0374845896986241,0.173171934571524
447136.489170119,4380022.46946623,-1444.90507439464,0.41702271008505,0.0312294220768588,0.122094596029805
447050.578808444,4375822.41009626,-1548.94289945947,0.0541975213685806,0.00365336093611939,0.0143407186745735
447096.350510407,4375705.36550617,-1466.86677874332,0.241175696435188,0.0154076598268515,0.0697626010405431
447065.43549839,4376068.0033052,-1529.86186232855,0.13993128116014,0.0104982289758663,0.0384563591652615
447196.360596405,4376063.38793621,-1303.89331195306,0.677383799563934,0.0323504764964552,0.19957889978286
447051.933538885,4375656.31113707,-1542.60955688032,0.0716263675446724,0.00433009055913458,0.0201447469620075
447004.614698281,4390727.52812664,-1557.64355797955,0.0101258201371346,0.000604433104943785,0.00312916862565318
447379.45076346,4390718.15604117,-903.908026455642,0.0373732695598811,0.00247017309371517,0.01186827315309
447008.509215678,4390714.62966241,-1551.39647883056,0.036804028284462,0.00222516675992576,0.0113670232350866
448815.124457825,4385139.2436421,1519.06904893375,0.012740700667467,0.000794007094379502,0.0035178938150246
448815.618478267,4385045.60807553,1518.95298733314,0.0127254241274377,0.000752492432807236,0.00361106722218555
448722.490952626,4387283.31563702,1417.31820941511,0.0632142699871119,0.00499294233874241,0.0187709814342667
448747.483403654,4386926.27728697,1431.57656176386,0.0451689035423544,0.00382367512623461,0.0130817963474109
448708.680282866,4387638.90926507,1397.37054051653,0.0750760104697155,0.00294880342767151,0.0225942996072947
448734.450245,4388032.94948016,1421.8416469857,0.0511607695301683,0.0016915477161119,0.0149071426096264
448733.978628003,4384110.5242734,1401.68181043761,0.0724158344932592,0.00549643255984998,0.0214665674944076
448762.906607762,4383725.13352414,1423.99778560518,0.0479734249948684,0.00398287761150805,0.0139128488364379
448731.565774206,4384475.576271,1400.99699967555,0.0723853437507144,0.00270832242784639,0.0216296301889874
448758.324577534,4384861.98460489,1427.06208438134,0.0462948356642266,0.00154262685001431,0.0134395227376751
448738.088420541,4376451.64528263,1400.05332795093,0.0726002667276391,0.00250035094439809,0.0216925876731254
448768.529839348,4376839.61013594,1425.01012315958,0.0471158547948737,0.00142756549613673,0.0136746741222503
448751.362845629,4377693.06309392,1402.0614820236,0.0716347507400965,0.00508101653567553,0.0213081779617116
448771.055327646,4377314.22087605,1421.58895949172,0.0489215752055894,0.00382586636554104,0.0142407548959327
448756.194720762,4378052.36991573,1404.62561762621,0.0696523021988391,0.0024037536217069,0.0208485566576771
448777.17528332,4378425.9967966,1413.75928664918,0.0520774873263842,0.00159804245994616,0.0151296470268906
448753.979031992,4380904.91789502,1406.07404141151,0.0693179535616105,0.00504358793254043,0.0206239193401353
448769.168322839,4380535.26700874,1412.64342824027,0.0529396985415264,0.0042216329491494,0.0153946568725708
448752.271937005,4381261.1832315,1403.66977377009,0.0704622396221261,0.00270282507270024,0.0210437721169812
448770.874894306,4381637.3554144,1417.52524099555,0.0506968445397429,0.00174273165425902,0.0146947181259608
448794.633245492,4388346.3981843,1518.80750166988,0.0128107135493586,0.000838843693373395,0.00346924596020882
448780.503398618,4389859.00274328,1520.86921752337,0.0120418769346902,0.000739309717172364,0.00333553473427987
448783.214195971,4389508.50270832,1537.47740661034,0.00793339717248901,0.000510122284699891,0.00212197935742959
448655.693614977,4389342.24609413,1329.74083429981,0.110478601994658,0.00450254861744985,0.0325842293600169
448715.983611042,4388956.35472978,1430.20273122105,0.0561079918105178,0.00420070880702006,0.0169011558980709
448717.122061021,4388626.36331458,1406.02279372638,0.0616810566174012,0.00513189961688913,0.0180062390793811
448779.821726066,4389947.78983845,1520.88102198372,0.012079529937927,0.000775372329879176,0.00327905746294364
448702.464906006,4390551.25466686,1426.81272370941,0.0576239203393724,0.00425338418900549,0.0173034112772597
448707.537544625,4390216.21987871,1412.3462307845,0.0580286613762996,0.00477788610943229,0.0169070768947423
448796.289030599,4388254.6750352,1520.30126923028,0.0121575559619136,0.000749545616736771,0.00338319222038075
448806.104995574,4386741.62310848,1520.14356766778,0.012364199372408,0.00078421052352539,0.0034047200414111
448807.03898523,4386651.15483582,1520.61851879919,0.0121171285222958,0.00071706245591575,0.00343805132033669
448804.585992271,4386424.23597104,1527.52514966853,0.0113650730244399,0.000731938917280142,0.00305366004212828
448677.325856707,4386135.30493566,1321.23956196746,0.113484560519665,0.00456669563683917,0.0332220801149462
448722.778125569,4385712.12976885,1399.96239538684,0.0736226992435303,0.00562754194619329,0.021805126333745
448756.749663445,4385319.77415337,1429.36195404963,0.0455805448206263,0.00381111053001289,0.0132138740115864
448823.430170006,4383537.25176694,1517.64093130998,0.0132644412548831,0.000824646639290909,0.00366266453440642
448823.897850424,4383440.37259661,1517.54808179178,0.0132381242438996,0.000780645992945309,0.00375599926249698
448822.348606479,4383191.21773556,1526.89016741058,0.0115973838098562,0.000758967203892789,0.00310829274887446
448694.367783075,4382930.79493009,1315.35582152304,0.116171148632406,0.00477139433067137,0.0339491475235965
448744.107332224,4382508.14214592,1402.82882214656,0.0715544617996924,0.00540635616919629,0.0212142419587179
448769.586448626,4382127.65963061,1420.33201470045,0.0496283052498924,0.00410256803083993,0.0143907117471256
448831.499994025,4381934.62206915,1516.82208907154,0.0135494548383599,0.00084160823144126,0.00373707073498767
448831.921215864,4381835.79651345,1516.59813428774,0.0135741544391553,0.000805152321680979,0.00384307406157323
448832.697943898,4380333.54620979,1514.70100279984,0.0143835332581562,0.000860261678311636,0.00398834112431703
448832.871632614,4380229.90338664,1514.7002790886,0.0143200704905523,0.000844458529377641,0.00406920342525518
448832.428028012,4379963.33469727,1526.24638688337,0.0118463605834257,0.000787799732441263,0.00317357027111164
448703.930145696,4379727.36955056,1311.13148305798,0.117876077220542,0.00493799721848056,0.0344271780756439
448841.920968795,4378729.62044127,1514.77502395504,0.0142545384084151,0.000884502874745736,0.00392047891438616
448757.661178403,4379306.25918927,1405.39513657725,0.069880378907859,0.00525677879770583,0.0207397122203683
448776.974045038,4378933.5720927,1412.95168895358,0.053112209734608,0.00436953675893689,0.0154033616985066
448841.824361554,4378626.75056399,1514.9027430797,0.0141146226227204,0.000785953418230008,0.00399746668989969
448828.579322713,4377114.95415489,1516.87420252978,0.0134573622583483,0.000801939047279626,0.00372424212060142
448829.248688237,4377018.57279872,1519.78418379955,0.0125102111917458,0.000708356533364618,0.00357093557518946
448733.615128236,4376083.65646798,1399.31632073262,0.0734314032764013,0.00516426831729377,0.0218408407967405
448799.611429908,4375721.72780756,1503.46437208956,0.0156615250338856,0.00122802739545713,0.00463688726280827
448823.948456721,4375653.91231794,1544.5977454356,0.0043049037166392,0.00024294612352338,0.00119463823993103
448769.005314462,4390719.63342092,1550.83312902729,0.002652672600534,0.000121433515923888,0.000834316000378651
448773.198260076,4390707.13329544,1558.59088404409,0.000395049220882662,1.83765070749503e-05,0.000124459981106399
448401.056794328,4390717.48413063,920.413723726856,0.0123973039431468,0.000472176125797414,0.00397525186037817
