Z_Fault,Sv_Fault,Shmax_Fault,Shmin_Fault,Pp_Fault
186.575243933578,39.485914911778,31.2311905568833,22.9764662019887,15.1747910341127
537.185875491254,30.7702476999833,24.3375763623001,17.9049050246168,11.8252820014018
-541.189061407237,57.577070521616,45.5403012741469,33.5035320266779,22.1273842957423
-197.314843251818,49.0288606888354,38.7791366714202,28.5294126540049,18.8422306347972
949.838271375637,20.5123130198525,16.2241132848707,11.935913549889,7.88306575643567
952.2947307386,20.4512490349078,16.1758150257515,11.9003810165951,7.85959831967206
528.072094950628,30.9968029469834,24.5167691227194,18.0367352984553,11.9123492135606
526.402576807336,31.0383047248284,24.5495947501671,18.0608847755057,11.9282987187892
1018.34013797863,18.8094568627361,14.8772475669891,10.9450382712421,7.22864287163921
1019.04034648016,18.7920507040833,14.8634802512523,10.9349097984213,7.22195352884819
313.984464720573,36.3187081355315,28.7261039055291,21.1334996755266,13.9576050806215
312.504754694649,36.3554915613467,28.7551975756019,21.1549035898572,13.9717412808719
629.940233862573,28.4645100889577,22.5138645180892,16.5632189472206,10.939166369917
630.992408155725,28.4383545757972,22.4931769433564,16.5479993109156,10.9291145717634
-547.76601899687,57.7405640624783,45.6696156876764,33.5986673128745,22.1902163289763
-551.799917064714,57.8408408651794,45.7489291324982,33.6570173998169,22.2287536030893
-196.261858609576,49.0026850315824,38.7584331638164,28.5141812960503,18.8321710950884
-195.653460273562,48.9875611392882,38.7464709954518,28.5053808516154,18.8263588477161
-974.734514847304,68.3543760373749,54.064558164343,39.774740291311,26.2691994082408
-978.9860674378,68.4600634129904,54.14815107525,39.8362387375096,26.3098160140226
-561.736084566981,58.0878394485529,45.9442914494624,33.8007434503719,22.323677372661
-563.611965577123,58.1344711052733,45.9811745294232,33.8278779535732,22.3415983363233
-110.384830316303,46.8679077819116,37.0699415781476,27.2719753743836,18.0117570628819
-108.834897822979,46.8293787283215,37.0394672123557,27.2495556963899,17.9969500022306
-993.396959815757,68.8182971083956,54.431494258005,40.0446914076144,26.4474884342084
-996.087642348288,68.8851835385701,54.4843977515955,40.0836119646209,26.4731934888635
1016.51273220985,18.8548834958957,14.9131775394802,10.9714715830647,7.24610073394582
310.078174682362,36.4158127893594,28.8029083547722,21.190003920185,13.9949232694888
626.573512622656,28.5482018520729,22.5800601072691,16.6119183624652,10.9713298646565
1012.45237276216,18.9558180897757,14.9930112610057,11.0302044322357,7.28489080310502
1010.80744290635,18.9967086387767,15.0253534399999,11.0539982412232,7.30060540761014
307.786330156586,36.4727846903514,28.8479700001778,21.2231553100041,14.0168180817099
309.16675352333,36.4384693855859,28.8208284783327,21.2031875710795,14.0036304025019
623.63570377139,28.6212314808829,22.6378225336624,16.6544135864418,10.9993958056121
623.223927577054,28.6314676344748,22.645918769095,16.6603699037152,11.0033296511896
1011.75094225279,18.973254625755,15.0068026035399,11.0403505813247,7.29159182017495
1012.781358884,18.94763997623,14.9865428222444,11.0254456682588,7.28174788076458
309.902717889877,36.4201743884546,28.8063581401647,21.1925418918749,13.9965994711164
310.963016734831,36.3938169108259,28.7855108226273,21.1772047344288,13.9864700562075
625.463684799725,28.5757905476127,22.601881250569,16.6279719535253,10.9819324476448
624.290823926073,28.6049461525499,22.6249417331646,16.6449373137794,10.9931372079595
-566.598772231753,58.2087187477708,46.0399003377633,33.8710819277557,22.3701323708567
-567.703142225639,58.2361717696676,46.0616141706613,33.887056571655,22.3806828132479
-108.679510653548,46.8255160306853,37.0364120306229,27.2473080305606,17.9954655329056
-108.756870598728,46.8274390857128,37.0379330615564,27.2484270373999,17.99620458019
-1000.73845208334,69.0007958625205,54.5758407516649,40.1508856408093,26.5176243412532
-1001.75369105941,69.02603321775,54.5958021138895,40.165571010029,26.5273232830838
-565.234638217903,58.1748083724802,46.0130790928985,33.8513498133169,22.3571003096756
-561.428440923436,58.0801918777845,45.9382426409063,33.7962934040281,22.3207383426655
-108.578821493712,46.8230130455218,37.0344323067954,27.245851568069,17.9945036132716
-111.416836186552,46.8935619375935,37.0902326066439,27.2869032756943,18.0216161848625
-997.993151436487,68.9325517059529,54.5218633710491,40.1111750361453,26.4913975001751
-993.247041726739,68.8145703640949,54.4285466078956,40.0425228516962,26.4460562129688
964.125017829571,20.1571654104415,15.9432110266828,11.729256642924,7.74657934675979
961.961939091966,20.2109363823773,15.9857409129652,11.7605454435531,7.76724401325289
958.530307695006,20.2962417170061,16.0532127486125,11.8101837802189,7.80002761798838
945.83014640567,20.6119491410571,16.3029199858081,11.993890830559,7.92135681090682
1021.86425392708,18.7218524975004,14.8079573243696,10.8940621512388,7.19497572883404
523.286322241127,31.1157702529718,24.6108657293616,18.1059612057514,11.95806941562
314.9305743813,36.2951892339166,28.7075017457547,21.1198142575929,13.9485665559182
633.007846943537,28.3882537169548,22.453549915008,16.5188461130613,10.9098603626293
1015.6248153055,18.8769558107473,14.9306355285556,10.9843152463639,7.25458332238933
627.988087305758,28.5130375955603,22.5522471112073,16.5914566268543,10.9578159256825
189.306211743637,39.4180270485582,31.1774949847419,22.9369629209256,15.1487011197618
-545.826804947805,57.6923580390928,45.6314873701306,33.5706167011684,22.1716903220927
-194.813169672892,48.9666727446491,38.7299494222564,28.4932260998637,18.8183312504224
-965.073155224103,68.1142087757172,53.8745990477538,39.6349893197903,26.1769009768372
-970.606139239291,68.251750661285,53.9833871269288,39.7150235925726,26.2297595563229
536.768827810283,30.7806148950185,24.345776244319,17.9109375936195,11.8292662073806
187.508786405262,39.4627084120916,31.2128354898808,22.96296256767,15.1658725682709
532.247704506452,30.8930034040738,24.4346693838233,17.9763353635728,11.8724581188093
188.335969758178,39.4421458444504,31.1965716279498,22.9509974114493,15.157970189213
187.485811571641,39.4632795328337,31.213287215028,22.9632948972224,15.1660920550913
188.498323818184,39.4381099601099,31.1933794650435,22.9486489699772,15.1564191626851
-553.322824157206,57.8786981068543,45.7788721319537,33.6790461570532,22.2433024803998
-196.468458795436,49.0078208098612,38.7624952824336,28.517169755006,18.8341448207157
-195.705546857671,48.9888559355448,38.7474951081946,28.5061342808444,18.8268564495235
-556.301614565153,57.9527464771904,45.8374403269559,33.7221341767215,22.2717599328554
-557.818548152616,57.9904552262719,45.8672658769237,33.7440765275756,22.2862517431312
-109.492161495206,46.8457173413637,37.0523901581327,27.2590629749016,18.0032290776745
-982.008811520919,68.5352044073688,54.2075834758746,39.8799625443804,26.3386933716915
-985.525037677855,68.6226126439334,54.2767185914845,39.9308245390357,26.3722851404903
311.800800993601,36.3729908201786,28.7690385284684,21.1650862367582,13.9784664028963
-107.986359609032,46.808285310086,37.0227834767533,27.2372816434205,17.988843612531
-560.226405446334,58.0503110349001,45.9146085349166,33.7789060349332,22.3092548669069
309.917847169801,36.4197982966961,28.8060606722346,21.1923230477732,13.9964549356825
-565.001629015804,58.1690161047051,46.0084977271369,33.8479793495688,22.3548742892504
-111.325176206238,46.8912834046195,37.0884304121738,27.2855774197281,18.0207405242168
1015.1086283192,18.889787463831,14.9407846615695,10.9917818593081,7.25951464168642
626.599988926176,28.5475436899132,22.5795395371399,16.6115353843666,10.9710769270391
-988.076587437739,68.6860404369889,54.3268864930247,39.9677325490606,26.396661009899
-991.179107812109,68.763164553222,54.3878874341448,40.0126103150677,26.4263004990724
-997.857951079001,68.9291908229199,54.5192050971133,40.1092193713066,26.4901058827001
-999.769248186882,68.9767028720017,54.5567845190904,40.136866166179,26.5083651890383
-565.87442817496,58.1907126145346,46.0256584750751,33.8606043356155,22.3632124524554
-108.965154802634,46.8326167262157,37.0420282908943,27.2514398555729,17.9981943938453
1011.21765873807,18.986511273516,15.0172878840074,11.0480644944989,7.29668646873594
625.234981569942,28.5814757752175,22.6063779534333,16.6312801316492,10.984117331573
1011.28304192098,18.9848859432717,15.0160023370297,11.0471187307877,7.29606183975438
623.148668865447,28.6333384559106,22.6473984861255,16.6614585163404,11.0040486246366
-1002.12103560002,69.0351648654521,54.6030247458108,40.1708846261695,26.5308326571477
-1000.64680488936,68.9985176473961,54.5740388085964,40.1495599697966,26.51674880276
-567.047374406878,58.2198703413534,46.0487206359625,33.8775709305716,22.3744180282283
-111.192416195566,46.8879831850371,37.0858201196964,27.2836570543557,18.0194722202497
307.760304934266,36.4734316392926,28.8484817012668,21.223531763241,14.0170667099869
-111.328498734464,46.8913659978089,37.0884957388515,27.2856254798941,18.0207722655199
310.464462571355,36.4062102377384,28.795313263708,21.1844162896776,13.991232922828
-568.342483282611,58.2520648527229,46.0741847266822,33.8963046006416,22.3867906675243
984.047990400027,19.6619094679096,15.5514907702267,11.4410720725439,7.55624804879909
1362.31131900267,10.2588366749384,8.1141765057944,5.96951633665037,3.94256288965579
458.307626456743,32.7310455393973,25.8884597875185,19.0458740356398,12.5788341867754
363.552160544236,35.0865277554467,27.7515168828689,20.4165060102911,13.4840671158586
703.831968365901,26.6276697034506,21.0610246325116,15.4943795615727,10.2332521451772
-974.324498829856,68.3441836392046,54.0564965370462,39.7688094348878,26.265282378264
-650.961900752145,60.3058626645509,47.69862602353,35.0913893825092,23.1760835759054
-490.938332835642,56.3279109469777,44.5522846409083,32.7766583348388,21.6473210743189
116.425356996851,41.2297384426539,32.6104592179248,23.9911799931956,15.8449580478576
-152.820711525137,47.9228016874737,37.9043047341113,27.8858077807489,18.4171622463715
17.4559329149197,43.6899734920272,34.5563700525444,25.4227666130617,16.7904484297432
880.767224956597,22.2293181542497,17.582170066873,12.9350219794964,8.54292622002606
-0.694025649971902,44.1411549010354,34.9132297730788,25.6853046451221,16.9638414894069
-30.6893002937683,44.8867935331563,35.5029889886971,26.1191844442379,17.2503970992915
-865.639001599233,65.6424212299985,51.9195508228627,38.1966804157269,25.2269708670548
-12.5726650942806,44.4364404942461,35.1467844634252,25.8571284326043,17.0773223896816
899.213566415881,21.7707691002179,17.2194829436763,12.6681967871346,8.36670170833957
-883.364485675798,66.0830508244091,52.2680646374415,38.453078450474,25.3963087697871
-1524.56856710357,82.0224459412674,64.8752509561146,47.7280559709618,31.5219611865767
-1524.54615682684,82.0218888545833,64.8748103311366,47.72773180769,31.5217470931705
-1528.31646226804,82.1156131303315,64.9489410869324,47.7822690435334,31.5577661724417
-1528.30674458898,82.115371563051,64.9487500204778,47.7821284779047,31.5576733359705
-1529.92126833666,82.1555062607005,64.9804943625561,47.8054824644118,31.5730974600261
-1529.93185023116,82.1557693111122,64.9807024209879,47.8056355308636,31.5731985526572
-1530.96957523214,82.1815656360145,65.0011058975312,47.8206461590478,31.5831123115435
-1530.96550303398,82.1814644071276,65.00102583104,47.8205872549524,31.5830734083749
-1531.59603361529,82.1971384746512,65.0134231578013,47.8297078409515,31.5890970930193
-1531.60196034153,82.1972858043925,65.0135396875369,47.8297935706814,31.5891537131595
-1395.09517305224,78.8039268384109,62.3295790719284,45.855231305446,30.2850554460292
-1445.0962557105,80.046880580979,63.3126872327566,46.5784938845342,30.7627337105618
-1538.04937883139,82.3575591928038,65.1403071372935,47.9230550817832,31.6507482129427
-1329.74901744267,77.1795170384774,61.0447601151551,44.9100031918328,29.6607801994551
-1423.62184288855,79.5130581041954,62.8904629653634,46.2678678265315,30.5575809477956
-1417.47091249814,79.3601549760513,62.7695249867834,46.1788949975156,30.4988189050967
-1524.55615631821,82.0221374273053,64.8750069385109,47.7278764497164,31.5218426218957
-1522.41366758915,81.9688782928504,64.8328818875712,47.6968854822921,31.5013746591344
-1422.93423191977,79.4959651017714,62.8769433390084,46.2579215762454,30.5510119537502
-1420.41929601979,79.4334474756919,62.8274953295698,46.2215431834476,30.5269858696688
-1420.28380978233,79.4300794861014,62.8248314347371,46.2195833833728,30.52569152108
-1425.13259735676,79.5506132494148,62.9201670231106,46.2897207968063,30.5720137267304
-1526.60100543993,82.0729693840093,64.9152122251238,47.7574550662383,31.5413777984912
-1526.5861844661,82.0726009562891,64.9149208190271,47.7572406817652,31.5412362084159
-1419.78498609402,79.4176794591957,62.8150236943297,46.2123679294637,30.520926079592
-1427.40276903413,79.607046395112,62.9648025426605,46.3225586902091,30.5937014904625
-1417.26005857,79.3549134559646,62.7653792322023,46.17584500844,30.4968045419448
-1433.39982025471,79.7561243122831,63.0827149894,46.4093056665169,30.650993470297
-1415.45103621462,79.3099438075595,62.7298107095594,46.1496776115593,30.4795223029756
-1437.11080795357,79.848374035763,63.155679455318,46.462984874873,30.6864458659142
-1529.79495833048,82.1523663787908,64.9780108883739,47.8036553979569,31.5718907752638
-1539.61418664877,82.3964580251811,65.1710739778018,47.9456899304226,31.6656973828964
-1338.30229776898,77.3921390703938,61.2129324675043,45.0337258646147,29.7424927521663
-1529.78843205606,82.1522041451595,64.9778825704796,47.8035609957997,31.5718284274251
-1415.20032522016,79.3037114991313,62.7248812958035,46.1460510924757,30.4771271709831
-1438.59174608971,79.8851879906007,63.1847972721713,46.484406553742,30.7005937987417
-1413.83295669632,79.2697207186558,62.6979964548525,46.1262721910492,30.4640642093687
-1441.61617772862,79.9603709351466,63.244262853075,46.5281547710034,30.7294872782359
-1413.67558806906,79.2658087648778,62.6949023142162,46.1239958635546,30.4625608104669
-1442.62951174715,79.9855609359194,63.2641867605245,46.5428125851297,30.7391680213244
-1415.61078440241,79.3139149137301,62.7329516364903,46.1519883592504,30.4810484346721
-1436.84981409186,79.8418861103031,63.1505478625257,46.4592096147483,30.6839524980052
-1539.88429670249,82.4031725658335,65.1763848107681,47.9495970557027,31.6682778410552
-1343.10861854484,77.5116171712414,61.3074330848329,45.1032489984243,29.7884092572686
-1413.29386472647,79.2563196812004,62.687396970065,46.1184742589295,30.4589140705539
-1443.8348892176,80.0155248558679,63.2878865759102,46.5602482959525,30.7506834243434
-1540.49095101529,82.4182531042631,65.1883126886063,47.9583722729494,31.6740734271487
-1345.04834024752,77.5598358141529,61.3455713837308,45.1313069533086,29.8069401139492
-1412.87981639803,79.2460270456798,62.6792560605281,46.1124850753764,30.4549585184649
-1444.48688786322,80.0317325880534,63.300706002116,46.5696794161786,30.7569122011009
-1531.68092140288,82.1992486608248,65.0150921991961,47.8309357375674,31.5899080564806
-1531.6821767808,82.1992798676826,65.0151168821071,47.8309538965316,31.5899200495558
-1413.00456431409,79.2491280963152,62.6817088213046,46.114289546294,30.4561502800204
-1444.90507439464,80.0421280932443,63.3089282759136,46.5757284585829,30.7609072869263
-1548.94289945947,82.6283561738803,65.3544926800908,48.0806291863014,31.7548179200695
-1466.86677874332,80.5880639242729,63.7407335413805,46.8934031584881,30.9707153203074
-1529.86186232855,82.1540295142747,64.9793263372202,47.8046231601658,31.5725299331378
-1303.89331195306,76.5367820376234,60.5363920215172,44.5360020054109,29.413771377447
-1542.60955688032,82.4709185456689,65.2299681609432,47.9890177762175,31.6943132283496
-1557.64355797955,82.8446418120186,65.525562743796,48.2064836755734,31.8379384294907
-903.908026455642,66.5937331844778,52.6719863431176,38.7502395017574,25.5925685782825
-1551.39647883056,82.6893485664417,65.402734313566,48.1161200606903,31.7782578432385
1519.06904893375,6.3620689104079,5.03204717228687,3.70202543416584,2.44500010891903
1518.95298733314,6.36495403195267,5.03432914500918,3.7037042580657,2.44610888698958
1417.31820941511,8.89144587717355,7.03264546703948,5.17384505690541,3.41706234941476
1431.57656176386,8.53700410366532,6.75230148629374,4.96759886892217,3.28084719880308
1397.37054051653,9.38731573428185,7.42485129621591,5.46238685814997,3.60762958025001
1421.8416469857,8.77899983883345,6.94370682502972,5.10841381122599,3.37384832896627
1401.68181043761,9.28014387321914,7.34008423883193,5.40002460444473,3.56644247340451
1423.99778560518,8.72540138807803,6.90131339352797,5.07722539897792,3.35324996390919
1400.99699967555,9.29716726660187,7.35354880825748,5.4099303499131,3.57298471607134
1427.06208438134,8.64922740484234,6.84106395543781,5.03290050603328,3.32397561936328
1400.05332795093,9.32062556469308,7.37210303397223,5.42358050325139,3.58199995029714
1425.01012315958,8.70023615794539,6.88140907829465,5.06258199864391,3.34357874039971
1402.0614820236,9.27070579320857,7.3326192357806,5.39453267835263,3.56281533465785
1421.58895949172,8.7852812801472,6.94867510020025,5.11206892025329,3.37626234316708
1404.62561762621,9.20696513452124,7.28220387470481,5.35744261488837,3.53831922818247
1413.75928664918,8.97991548895495,7.10262007216669,5.22532465537843,3.45106201422312
1406.07404141151,9.17095943886321,7.25372534648173,5.33649125410025,3.52448191660265
1412.64342824027,9.00765409603695,7.124559787265,5.24146547849305,3.4617222095608
1403.66977377009,9.23072601398842,7.30099742567347,5.37126883735852,3.54745074714326
1417.52524099555,8.8862993750569,7.0285748664553,5.17085035785371,3.41508450252046
1518.80750166988,6.36857059263563,5.03718964592711,3.70580869921859,2.44749876367723
1520.86921752337,6.31731935366307,4.99665273006218,3.6759861064613,2.42780245314762
1537.47740661034,5.90446407762777,4.67010687625377,3.43574967487976,2.26913846992312
1329.74083429981,11.0684912605277,8.75456882554413,6.44064639056053,4.25372040426776
1430.20273122105,8.57115552047585,6.77931338176534,4.98747124305482,3.2939718944009
1406.02279372638,9.17223338131897,7.25473296501313,5.33723254870729,3.52497150410743
1520.88102198372,6.31702591205354,4.99642063386168,3.67581535566981,2.42768968090681
1426.81272370941,8.65542614622861,6.84596681950668,5.03650749278475,3.32635785124068
1412.3462307845,9.01504198986444,7.13040320561951,5.24576442137459,3.46456144338037
1520.30126923028,6.33143771708533,5.00781958030175,3.68420144351816,2.43322826676129
1520.14356766778,6.33535794714635,5.01092026702348,3.68648258690061,2.43473484631287
1520.61851879919,6.32355135706989,5.00158190256292,3.67961244805595,2.43019746791766
1527.52514966853,6.1518626209229,4.86578553955455,3.57970845818621,2.36421594767779
1321.23956196746,11.2798204498236,8.92171861036935,6.56361677091511,4.33493610597148
1399.96239538684,9.32288601516412,7.3738909261754,5.42489583718667,3.5828686616748
1429.36195404963,8.59205601055153,6.79584452178689,4.99963303302225,3.30200414007934
1517.64093130998,6.39756982460666,5.06012644609279,3.72268306757892,2.45864342845942
1517.54808179178,6.39987792775156,5.0619520289444,3.72402613013725,2.45953045318678
1526.89016741058,6.16764735061312,4.87827039401331,3.58889343741349,2.37028216078477
1315.35582152304,11.4260816269199,9.03740317037451,6.64872471382908,4.39114558734729
1402.82882214656,9.25163084068832,7.31753199572666,5.383433150765,3.55548465942525
1420.33201470045,8.81652708822698,6.97338881871035,5.13025054919371,3.38827038728515
1516.82208907154,6.41792504434841,5.07622630722054,3.73452757009267,2.46646612186097
1516.59813428774,6.42349223253503,5.08062964738654,3.73776706223805,2.4686056421828
1514.70100279984,6.4706521450342,5.11793054866231,3.76520895229042,2.48672961927592
1514.7002790886,6.47067013543652,5.11794477808271,3.76521942072889,2.48673653314879
1526.24638688337,6.1836507924017,4.89092823773256,3.59820568306342,2.37643242691159
1311.13148305798,11.5310924992026,9.12046100429154,6.70982950938047,4.43150220683451
1514.77502395504,6.46881208743956,5.11647516414096,3.76413824084236,2.48602246864887
1405.39513657725,9.18783601952364,7.2670737951053,5.34631157068696,3.53096773782433
1412.95168895358,8.99999118581738,7.11849884604527,5.23700650627315,3.45877728447663
1514.9027430797,6.46563717690665,5.11396398424109,3.76229079157553,2.48480232207264
1516.87420252978,6.41662958004022,5.07520166608561,3.73377375213101,2.46596826331539
1519.78418379955,6.34429170418281,5.01798637829425,3.69168105240568,2.43816816922006
1399.31632073262,9.33894648559314,7.38659387641785,5.43424126724255,3.58904084441931
1503.46437208956,6.7499783406419,5.33886223182185,3.92774612300179,2.59407717999905
1544.5977454356,5.72746287444004,4.53010864351927,3.33275441259849,2.20111532098098
1550.83312902729,5.57246036330208,4.40751016826648,3.24255997323089,2.14154646657969
1558.59088404409,5.37961392639657,4.25497922570966,3.13034452502276,2.06743385229046
920.413723726856,21.2437642140875,16.8026510161416,12.3615378181957,8.16416900677111
